AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,household_key
25-34,A,75-99K,Renter,2 Adults Kids,3,1,814
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,479
19-24,A,35-49K,Renter,2 Adults Kids,3,1,352
45-54,U,15-24K,Unknown,2 Adults Kids,4,2,899
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1254
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,937
45-54,U,15-24K,Homeowner,Unknown,1,None/Unknown,1608
45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2495
25-34,A,100-124K,Renter,1 Adult Kids,4,2,1095
45-54,A,75-99K,Homeowner,Unknown,3,1,1170
35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2016
45-54,U,15-24K,Renter,Single Male,1,None/Unknown,2362
55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown,163
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2145
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,1793
19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,2308
45-54,B,150-174K,Homeowner,Single Female,1,None/Unknown,1343
35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,1645
25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,327
45-54,U,50-74K,Homeowner,Single Male,1,None/Unknown,50
35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,2315
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1628
35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,168
25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1787
19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,995
45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1233
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2054
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,834
35-44,B,150-174K,Homeowner,Single Male,1,None/Unknown,1682
45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,96
35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,861
35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,967
35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,2492
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1089
45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,115
25-34,A,15-24K,Homeowner,2 Adults Kids,3,1,2440
45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1857
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,765
35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,1387
25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,1539
35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,1032
35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,1768
45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,1702
35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,1581
45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,646
25-34,A,35-49K,Unknown,2 Adults Kids,3,1,1460
35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,226
45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,628
45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,177
55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,2319
19-24,U,250K+,Unknown,Single Female,1,None/Unknown,1157
45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,1624
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,44
55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,1456
25-34,A,15-24K,Renter,2 Adults Kids,4,2,185
45-54,U,35-49K,Homeowner,Unknown,1,None/Unknown,446
35-44,U,35-49K,Unknown,2 Adults Kids,5+,3+,1959
45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,382
45-54,A,75-99K,Homeowner,2 Adults Kids,4,2,2268
45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1322
45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,299
25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1362
65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1265
25-34,A,35-49K,Homeowner,2 Adults Kids,5+,3+,2368
35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1026
45-54,B,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,93
45-54,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,2051
19-24,U,35-49K,Unknown,Single Female,1,None/Unknown,2493
65+,U,Under 15K,Homeowner,Single Female,1,None/Unknown,2306
35-44,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,874
45-54,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,509
19-24,A,50-74K,Homeowner,2 Adults Kids,3,1,1232
65+,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,2443
45-54,U,50-74K,Unknown,Single Female,1,None/Unknown,2265
65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1674
45-54,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,2246
19-24,B,Under 15K,Renter,2 Adults Kids,5+,3+,1908
45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1275
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,500
45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1973
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,2329
55-64,U,75-99K,Homeowner,Single Male,1,None/Unknown,1830
25-34,U,25-34K,Homeowner,1 Adult Kids,5+,3+,1052
45-54,U,125-149K,Homeowner,Unknown,5+,3+,355
45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,990
45-54,A,250K+,Homeowner,2 Adults No Kids,2,None/Unknown,739
45-54,U,175-199K,Unknown,2 Adults Kids,3,1,2096
45-54,U,175-199K,Unknown,Single Female,1,None/Unknown,1150
45-54,A,75-99K,Homeowner,Unknown,3,1,45
65+,A,75-99K,Homeowner,Single Female,2,None/Unknown,1603
25-34,B,150-174K,Homeowner,Single Female,1,None/Unknown,746
25-34,U,15-24K,Homeowner,2 Adults Kids,4,2,444
45-54,U,125-149K,Homeowner,1 Adult Kids,5+,3+,917
45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,1727
19-24,A,35-49K,Renter,2 Adults No Kids,2,None/Unknown,11
55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,272
